dist_wrist_thumbtip,dist_wrist_indextip,dist_wrist_midtip,dist_wrist_ringtip,dist_wrist_pinkytip,spread_index_middle,spread_middle_ring,spread_ring_pinky,curl_thumb,curl_index,curl_middle,curl_ring,curl_pinky,angle_thumb,angle_index,angle_middle,angle_ring,angle_pinky,hand_width,aspect_ratio,is_hand_open,thumb_crossed,label
0.5288173987601944,0.5566246047119925,0.5639653871898886,0.5140379882768991,0.46141882607607476,0.08087818853598339,0.07394715129974379,0.08365524215601258,0.6741433742997271,0.5386083327290431,0.6505361224099611,0.5979186383947883,0.47894347368453427,145.31717729576937,175.0704773152731,121.8895822608283,112.82765697785133,119.61187703309594,0.31991732266419515,0.5672641086331033,1,0,rock
0.548891742646693,0.5600635600595578,0.6017857650317161,0.5541959194864602,0.49477446823569204,0.09684737712896768,0.08055135555360228,0.08695445684098256,0.7279443428153107,0.5499166194670312,0.7005111539774009,0.6143709874684695,0.5022381165791683,145.06976064138433,24.22119885669356,97.13215781345563,93.72915259141963,100.15773643909215,0.3427786047814846,0.5696023812783592,1,0,rock
0.5578510669568892,0.5835745667894403,0.5890714754253875,0.5226886194686693,0.4784075827802673,0.09488264322057985,0.09717461496256687,0.0761533120778324,0.729078230154561,0.5193677029564145,0.6790519997639647,0.5713512254129487,0.48692963241556664,145.24241785568017,119.81823463318854,98.43579300227515,85.59474357689385,112.53157201178617,0.32889348872809093,0.5583252668796878,1,1,rock
0.5272285183716893,0.5514649483162153,0.5606218099417906,0.505548271227196,0.4518809106908675,0.08094095374034699,0.07753421273926052,0.08526198175908957,0.6709931200371115,0.5322817097467634,0.6527688649290584,0.5836464975478248,0.4596196046441628,145.03984391893064,166.89038916731633,118.61458674921468,105.87012003827721,111.62283326430767,0.3217496851326141,0.573915747526878,1,0,rock
0.5144480964943126,0.5224165124547904,0.5333687073322346,0.4793655126853293,0.4281445425301822,0.07808577377057364,0.07868881938762343,0.0841635476279218,0.6811734628695476,0.5204537106113805,0.6649762339436162,0.6046161892505268,0.4897636929776522,143.61164941297153,120.37916352545462,106.63803678789398,102.33735283368551,111.48268850698169,0.31162428576139317,0.58425678424228,1,0,rock
0.5834884972125466,0.6033736783927711,0.6058726296502183,0.5393387907912102,0.4704449625365339,0.08650915840925782,0.08985458395383591,0.10216427968188498,0.7080797280409984,0.59689948761021,0.7116022025357435,0.6260387794580932,0.4798079414662814,144.2527040850004,155.04857225761484,102.96420172118508,91.23016034883948,95.65717350824578,0.3518341515259273,0.5807064625597096,1,0,rock
0.5304576821295143,0.5448631559833627,0.5571257703697149,0.49224596213323674,0.43811072439342685,0.07346045542232627,0.08560622314197239,0.08487689188249978,0.6733678255289249,0.5051700413582683,0.635612269261081,0.5442634329612047,0.42654225004735485,143.8241980168559,111.57268563064532,116.72143561022506,89.36894417535774,99.41342363170024,0.3235744177115919,0.5807924079635812,1,0,rock
0.5227753295408507,0.5378828048175079,0.541470002941463,0.48371158335082987,0.43646591549626884,0.07723812284403693,0.08458841871828202,0.0822379284424809,0.66997456122111,0.5334324985688154,0.6367133510676339,0.5517112477384606,0.4441792501241783,145.2333599561768,135.90827835273996,78.54798038390881,83.67399001216495,92.59798813468481,0.3226694521977098,0.5959138095274926,1,1,rock
0.5372889428055354,0.5669088817552496,0.5896764525162916,0.5321876268619117,0.4690992347142229,0.08554451996864994,0.08802088978700584,0.09004687851135885,0.6652598403744437,0.5651910043782378,0.7118271079721684,0.6030880225883644,0.45635435683356224,148.28277293833438,178.52975884048695,122.45080572297806,108.20055571744511,107.08046565980818,0.3340207588555861,0.5664475110549844,1,0,rock
0.5357320614080281,0.5339954997405811,0.5244238310188778,0.45334952885032964,0.4020367655492776,0.07805858037924752,0.09364770886667578,0.08761714701001334,0.6604000399244239,0.4689013903370708,0.553894129138937,0.4515181396111234,0.34458721873232584,145.82614063523715,28.273995253999615,39.45915588934107,53.78439853063121,66.70777560557457,0.341128333324618,0.650482135149839,1,0,rock
