dist_wrist_thumbtip,dist_wrist_indextip,dist_wrist_midtip,dist_wrist_ringtip,dist_wrist_pinkytip,spread_index_middle,spread_middle_ring,spread_ring_pinky,curl_thumb,curl_index,curl_middle,curl_ring,curl_pinky,angle_thumb,angle_index,angle_middle,angle_ring,angle_pinky,hand_width,aspect_ratio,is_hand_open,thumb_crossed,label
0.4992317176966543,0.4452419759826683,0.4172859804620404,0.3616873443272267,0.35039366749224515,0.05625860711753375,0.07532950704015545,0.06806272586879025,0.48704321448550525,0.2291978820017574,0.3185439558442568,0.358556454260397,0.2997184546570034,123.37787726378282,52.47850418702696,64.62466583031005,68.93151230954926,74.21576938992473,0.24216785397024201,0.5803402589804272,1,0,rock
0.5529235075120149,0.46646623034894596,0.4440509604009468,0.38687271676884216,0.3801496534588862,0.08924986840639765,0.08202737524891335,0.06216929679899145,0.5284148892181192,0.29343685688528415,0.3097119189560231,0.33438161696935165,0.3068658430741627,130.44081264782184,60.871592818845684,62.26127843953677,61.6175957288069,71.99234622416854,0.23784460633656307,0.5356245736340849,1,1,rock
0.5307353007886968,0.46500854225237986,0.4416964296905895,0.381918659021864,0.36055934531466566,0.047375909743881124,0.07643999155106523,0.0750581748998652,0.48079403580498087,0.23488200570609363,0.34027150461618927,0.3849124408543119,0.3279461744946411,127.22633417365705,54.29678709679389,67.76549397816363,71.84330545256807,80.14894499050261,0.25494991536250333,0.5772061946280549,1,0,rock
0.5027895358263322,0.45258721573866506,0.4243022925887897,0.3676514436717569,0.3521189774907068,0.05667865111386669,0.0750159229930317,0.07163292074405922,0.49823801162903,0.227771631561229,0.3217566553169084,0.36522515395953564,0.3027487490709265,126.8296214870349,53.833911993268295,66.69700304051418,72.00043266102982,75.02664971057034,0.24294684470734315,0.5725796182364581,1,0,rock
0.5241948485382422,0.4756655397500951,0.4465253370342742,0.3774503206526675,0.348902960496721,0.05674961460287156,0.08193679261705175,0.062064004440485744,0.49551828289486083,0.20454582600773905,0.30295927689098884,0.36904433898056416,0.3557746797028154,131.2081893129154,49.643591535488284,61.0114578325922,69.98856238116626,84.65257235250985,0.24031707713857728,0.5381935966606327,1,0,rock
0.49982011811210136,0.4373460597698568,0.42732976642521836,0.37723523316336066,0.36099641616764755,0.07938006513580317,0.07852223013749265,0.05402361162503181,0.5230336706028361,0.2815516413999181,0.3075811397546811,0.32281911092617843,0.3181224944751972,127.17743484523392,57.56615951968908,62.90191970589568,63.12385477502514,74.62118361374337,0.2007567747931843,0.4697935659212175,1,1,rock
0.5085498718728283,0.4590595348215763,0.42833327931980064,0.3680563180971389,0.3545731086911718,0.0578949600406963,0.078427799347709,0.07191010913704379,0.4957077916341367,0.21901668872873958,0.3129709758010631,0.35791874885776337,0.2962913713374638,126.874004820142,51.71606986669106,63.79215503725702,69.32385790199343,72.70969483245365,0.24681472012315903,0.5762212091367365,1,0,rock
0.5245319609569126,0.4694439625426635,0.4542399230120226,0.3993386265411777,0.3895428998089539,0.08640853668274154,0.07855614292353968,0.05208794886626921,0.5223257424372814,0.25398267115005346,0.27542698067891314,0.3116695995946296,0.31270730488944887,134.2931543937994,54.57988508187922,56.848885395258186,59.09384610760153,75.35875417516361,0.20296229783529998,0.4468173922042693,1,1,rock
0.5326136551125579,0.4795410398218768,0.4532211176009851,0.3972544970390513,0.36596102122033974,0.06509326338662054,0.07717721633985497,0.07474753953422215,0.5146203542658192,0.21865907887075364,0.3031356369574186,0.3517836227513212,0.3208312777829776,124.7806714318229,50.89682446205079,64.10754360190171,72.19638718375592,77.46039789797295,0.25421309124663116,0.5609030148291542,1,0,rock
0.5290781738364759,0.4703340888511516,0.4420544071477652,0.3810221074463145,0.36797270559748846,0.05794040771475647,0.07636356108880067,0.07256093450257345,0.5397850753696626,0.2036897912061635,0.30345397008512154,0.3600700061279055,0.30511298789965585,135.56356233531733,47.70905073879231,59.58553874697408,69.21794999510426,75.41268151766468,0.24289328918114841,0.5494646931547424,1,0,rock
